id	county	rgo_code	rgo_code_st	rgo_code_no	rgo_name	msa_code	msa_name
17161	Rock Island County	IA02	IA	02	Bi-State Regional Commission	IW02	Davenport-Moline-Rock Island, IA-IL
17163	St. Clair County	MO01	MO	01	East-West Gateway Council of Governments	MO01	St. Louis, MO-IL
17167	Sangamon County	IL12	IL	12	Springfield-Sangamon Regional Planning Commission	IL12	Springfield, IL
17175	Stark County	IL03	IL	03	North Central Illinois Council of Governments	IL06	Peoria, IL
17179	Tazewell County	IL06	IL	06	Tri-County Regional Planning Commission	IL06	Peoria, IL
17183	Vermilion County	IL10	IL	10	Champaign County Regional Planning Commission	IL10	Danville, IL
17197	Will County	IL01	IL	01	Chicago Metropolitan Agency for Planning	IL01	Chicago-Naperville-Elgin, IL-IN-WI
17199	Williamson County	IL14	IL	14	Greater Egypt Regional Planning and Development Commission	IL14	Carbondale-Marion, IL
17201	Winnebago County	IL15	IL	15	Rockford Metropolitan Agency for Planning	IL15	Rockford, IL
17203	Woodford County	IL06	IL	06	Tri-County Regional Planning Commission	IL06	Peoria, IL
18003	Allen County	IN06	IN	06	Northeastern Indiana Regional Coordinating Council	IN06	Fort Wayne, IN
18005	Bartholomew County	IN51	IN	51	none	IN51	Columbus, IN
18007	Benton County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	IN13	Lafayette-West Lafayette, IN
18011	Boone County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN
18013	Brown County	IN99	IN	99	Unattached	IN50	Indianapolis-Carmel-Anderson, IN
18015	Carroll County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	IN13	Lafayette-West Lafayette, IN
18019	Clark County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN
18021	Clay County	IN11	IN	11	West Central Indiana Economic Development District	IN11	Terre Haute, IN
18029	Dearborn County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN
18039	Elkhart County	IN05	IN	05	Michiana Area Council of Governments	IN05	Elkhart-Goshen, IN
18043	Floyd County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN
18057	Hamilton County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN
18059	Hancock County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN
18061	Harrison County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN
18063	Hendricks County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN
18073	Jasper County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	IL01	Chicago-Naperville-Elgin, IL-IN-WI
18081	Johnson County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN
18089	Lake County	IN07	IN	07	Northwestern Indiana Regional Planning Commission	IL01	Chicago-Naperville-Elgin, IL-IN-WI
18091	LaPorte County	IN07	IN	07	Northwestern Indiana Regional Planning Commission	IN07	Michigan City-La Porte, IN
18095	Madison County	IN04	IN	04	Madison County Council of Governments	IN50	Indianapolis-Carmel-Anderson, IN
18097	Marion County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN
18105	Monroe County	IN52	IN	52	none	IN52	Bloomington, IN
18109	Morgan County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN
18111	Newton County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	IL01	Chicago-Naperville-Elgin, IL-IN-WI
18115	Ohio County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	OH01	Cincinnati, OH-KY-IN
18119	Owen County	IN99	IN	99	Unattached	IN52	Bloomington, IN
18127	Porter County	IN07	IN	07	Northwestern Indiana Regional Planning Commission	IL01	Chicago-Naperville-Elgin, IL-IN-WI
18133	Putnam County	IN11	IN	11	West Central Indiana Economic Development District	IN50	Indianapolis-Carmel-Anderson, IN
18141	St. Joseph County	IN05	IN	05	Michiana Area Council of Governments	IN05	South Bend-Mishawaka, IN-MI
18143	Scott County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN
18145	Shelby County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	IN50	Indianapolis-Carmel-Anderson, IN
18153	Sullivan County	IN11	IN	11	West Central Indiana Economic Development District	IN11	Terre Haute, IN
18157	Tippecanoe County	IN13	IN	13	Area Plan Commission of Tippecanoe County	IN13	Lafayette-West Lafayette, IN
18161	Union County	IN99	IN	99	Unattached	OH01	Cincinnati, OH-KY-IN
18165	Vermillion County	IN11	IN	11	West Central Indiana Economic Development District	IN11	Terre Haute, IN
18167	Vigo County	IN11	IN	11	West Central Indiana Economic Development District	IN11	Terre Haute, IN
18175	Washington County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN
18179	Wells County	IN06	IN	06	Northeastern Indiana Regional Coordinating Council	IN06	Fort Wayne, IN
18183	Whitley County	IN08	IN	08	Regiona III-A Economic Dev District and Regional Planning Commission	IN06	Fort Wayne, IN
19011	Benton County	IA05	IA	05	East Central Iowa Council of Governments	IW05	Cedar Rapids, IA
19013	Black Hawk County	IA06	IA	06	Iowa Northland Regional Council of Governments	IW06	Waterloo-Cedar Falls, IA
19017	Bremer County	IA06	IA	06	Iowa Northland Regional Council of Governments	IW06	Waterloo-Cedar Falls, IA
19049	Dallas County	IA11	IA	11	Region XII Council of Governments	IW50	Des Moines-West Des Moines, IA
19061	Dubuque County	IA04	IA	04	East Central Intergovernmental Association	IW04	Dubuque, IA
19075	Grundy County	IA06	IA	06	Iowa Northland Regional Council of Governments	IW06	Waterloo-Cedar Falls, IA
19077	Guthrie County	IA11	IA	11	Region XII Council of Governments	IW50	Des Moines-West Des Moines, IA
19085	Harrison County	IA15	IA	15	Southwest Iowa Planning Council	NE01	Omaha-Council Bluffs, NE-IA
19103	Johnson County	IA05	IA	05	East Central Iowa Council of Governments	2OUT	Iowa City, IA
19105	Jones County	IA05	IA	05	East Central Iowa Council of Governments	IW05	Cedar Rapids, IA
19113	Linn County	IA05	IA	05	East Central Iowa Council of Governments	IW05	Cedar Rapids, IA
19121	Madison County	IA14	IA	14	Southern Iowa Council of Governments	IW50	Des Moines-West Des Moines, IA
19129	Mills County	NE01	NE	01	Omaha-Council Bluffs Metropolitan Planning Agency	NE01	Omaha-Council Bluffs, NE-IA
19149	Plymouth County	IA12	IA	12	Siouxland Interstate Metropolitan Planning Council	IW12	Sioux City, IA-NE-SD
19153	Polk County	IA50	IA	50	none	IW50	Des Moines-West Des Moines, IA
19155	Pottawattamie County	NE01	NE	01	Omaha-Council Bluffs Metropolitan Planning Agency	NE01	Omaha-Council Bluffs, NE-IA
19169	Story County	IA51	IA	51	none	IW51	Ames, IA
19181	Warren County	IA50	IA	50	none	IW50	Des Moines-West Des Moines, IA
19183	Washington County	IA05	IA	05	East Central Iowa Council of Governments	2OUT	Iowa City, IA
19193	Woodbury County	IA12	IA	12	Siouxland Interstate Metropolitan Planning Council	IW12	Sioux City, IA-NE-SD
20015	Butler County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS
20043	Doniphan County	MO06	MO	06	Mo-Kan Regional Council	MO06	St. Joseph, MO-KS
20045	Douglas County	KS50	KS	50	None	KS50	Lawrence, KS
20079	Harvey County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS
20085	Jackson County	KS99	KS	99	None	KS51	Topeka, KS
20087	Jefferson County	KS99	KS	99	None	KS51	Topeka, KS
20091	Johnson County	KS01	KS	01	Mid-America Regional Council	KS01	Kansas City, MO-KS
20095	Kingman County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS
20103	Leavenworth County	KS01	KS	01	Mid-America Regional Council	KS01	Kansas City, MO-KS
20121	Miami County	KS01	KS	01	Mid-America Regional Council	KS01	Kansas City, MO-KS
20139	Osage County	KS99	KS	99	None	KS51	Topeka, KS
20149	Pottawatomie County	KS02	KS	02	North Central Regional Planning Commission	KS02	Manhattan, KS
20161	Riley County	KS02	KS	02	North Central Regional Planning Commission	KS02	Manhattan, KS
20173	Sedgwick County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS
20177	Shawnee County	KS51	KS	51	None	KS51	Topeka, KS
20191	Sumner County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS
20197	Wabaunsee County	KS02	KS	02	North Central Regional Planning Commission	KS51	Topeka, KS
20209	Wyandotte County	KS01	KS	01	Mid-America Regional Council	KS01	Kansas City, MO-KS
21003	Allen County	KY02	KY	02	Barren River Area Development District	KY02	Bowling Green, KY
21015	Boone County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN
21017	Bourbon County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY
21019	Boyd County	KY07	KY	07	Fivco Area Development District	WV03	Huntington-Ashland, WV-KY-OH
21023	Bracken County	KY05	KY	05	Buffalo Trace Area Development District	OH01	Cincinnati, OH-KY-IN
21029	Bullitt County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN
21031	Butler County	KY02	KY	02	Barren River Area Development District	KY02	Bowling Green, KY
21037	Campbell County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN
21047	Christian County	KY13	KY	13	Pennyrile Area Development District	TN03	Clarksville, TN-KY
21049	Clark County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY
21059	Daviess County	KY09	KY	09	Green River Area Development District	KY09	Owensboro, KY
21061	Edmonson County	KY02	KY	02	Barren River Area Development District	KY02	Bowling Green, KY
21067	Fayette County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY
21077	Gallatin County	KY15	KY	15	Northern Kentucky Area Development District	OH01	Cincinnati, OH-KY-IN
21081	Grant County	KY15	KY	15	Northern Kentucky Area Development District	OH01	Cincinnati, OH-KY-IN
21089	Greenup County	KY07	KY	07	Fivco Area Development District	WV03	Huntington-Ashland, WV-KY-OH
21091	Hancock County	KY09	KY	09	Green River Area Development District	KY09	Owensboro, KY
21093	Hardin County	KY12	KY	12	Lincoln Trail Area Development District	KY12	Elizabethtown-Fort Knox, KY
21101	Henderson County	KY09	KY	09	Green River Area Development District	IN53	Evansville, IN-KY
21101	Henderson County	IN53	IN	53	none	IN53	Evansville, IN-KY
21103	Henry County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN
21111	Jefferson County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN
21113	Jessamine County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY
21117	Kenton County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN
21123	LaRue County	KY12	KY	12	Lincoln Trail Area Development District	KY12	Elizabethtown-Fort Knox, KY
21149	McLean County	KY09	KY	09	Green River Area Development District	KY09	Owensboro, KY
21163	Meade County	KY12	KY	12	Lincoln Trail Area Development District	KY12	Elizabethtown-Fort Knox, KY
21185	Oldham County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN
21191	Pendleton County	KY15	KY	15	Northern Kentucky Area Development District	OH01	Cincinnati, OH-KY-IN
21209	Scott County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY
21211	Shelby County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN
21215	Spencer County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN
21221	Trigg County	KY13	KY	13	Pennyrile Area Development District	TN03	Clarksville, TN-KY
21223	Trimble County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN
21227	Warren County	KY02	KY	02	Barren River Area Development District	KY02	Bowling Green, KY
21239	Woodford County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY
22001	Acadia Parish	LA04	LA	04	Acadiana Planning Commission	LA04	Lafayette, LA
22005	Ascension Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
22015	Bossier Parish	LA07	LA	07	Coordinating and Development District	LA07	Shreveport-Bossier City, LA
22017	Caddo Parish	LA07	LA	07	Coordinating and Development District	LA07	Shreveport-Bossier City, LA
22019	Calcasieu Parish	LA05	LA	05	Imperial Calcasieu Regional Planning & Development Commission	LA05	Lake Charles, LA
22023	Cameron Parish	LA05	LA	05	Imperial Calcasieu Regional Planning and Development District	LA05	Lake Charles, LA
22031	De Soto Parish	LA07	LA	07	Coordinating and Development District	LA07	Shreveport-Bossier City, LA
22033	East Baton Rouge Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
22037	East Feliciana Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
22043	Grant Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	LA06	Alexandria, LA
22045	Iberia Parish	LA04	LA	04	Acadiana Planning Commission	LA04	Lafayette, LA
22047	Iberville Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
22051	Jefferson Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA
22055	Lafayette Parish	LA04	LA	04	Acadiana Planning Commission	LA04	Lafayette, LA
22057	Lafourche Parish	LA03	LA	03	South Central Planning and Development Commission	LA03	Houma-Thibodaux, LA
22063	Livingston Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
22071	Orleans Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA
22073	Ouachita Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	LA08	Monroe, LA
22075	Plaquemines Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA
22077	Pointe Coupee Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
22079	Rapides Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	LA06	Alexandria, LA
22087	St. Bernard Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA
22089	St. Charles Parish	LA03	LA	03	South Central Planning and Development Commission	LA02	New Orleans-Metairie, LA
22091	St. Helena Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
22093	St. James Parish	LA03	LA	03	South Central Planning and Development Commission	LA02	New Orleans-Metairie, LA
22095	St. John the Baptist Parish	LA03	LA	03	South Central Planning and Development Commission	LA02	New Orleans-Metairie, LA
22099	St. Martin Parish	LA04	LA	04	Acadiana Planning Commission	LA04	Lafayette, LA
22103	St. Tammany Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA
22105	Tangipahoa Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Hammond, LA
22109	Terrebonne Parish	LA03	LA	03	South Central Planning and Development Commission	LA03	Houma-Thibodaux, LA
22111	Union Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	LA08	Monroe, LA
22113	Vermilion Parish	LA04	LA	04	Acadiana Planning Commission	LA04	Lafayette, LA
22119	Webster Parish	LA07	LA	07	Coordinating and Development District	LA07	Shreveport-Bossier City, LA
22121	West Baton Rouge Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
22125	West Feliciana Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA
23001	Androscoggin County	ME04	ME	04	Androscoggin Valley Council of Governments	ME04	Lewiston-Auburn, ME
23005	Cumberland County	ME01	ME	01	Greater Portland Council of Governments	ME01	Portland-South Portland, ME
23019	Penobscot County	ME09	ME	09	Eastern Maine Development Commission	ME09	Bangor, ME
23023	Sagadahoc County	ME03	ME	03	Midcoast Council of Governments	ME01	Portland-South Portland, ME
23031	York County	ME07	ME	07	Southern Maine Planning and Development Commission	ME01	Portland-South Portland, ME
24009	Calvert County	MD99	MD	99	none	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
24017	Charles County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
24021	Frederick County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
24031	Montgomery County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
24033	Prince George's County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
24037	St. Mary's County	MD99	MD	99	none	MD99	California-Lexington Park, MD
24039	Somerset County	MD05	MD	05	Tri-County Council for the Lower Eastern Shore of Maryland	MD05	Salisbury, MD-DE
24045	Wicomico County	MD05	MD	05	Tri-County Council for the Lower Eastern Shore of Maryland	MD05	Salisbury, MD-DE
24047	Worcester County	MD05	MD	05	Tri-County Council for the Lower Eastern Shore of Maryland	MD05	Salisbury, MD-DE
26017	Bay County	MI07	MI	07	East Michigan Council of Governments	MI07	Bay City, MI
26021	Berrien County	MI04	MI	04	Southwest Michigan Planning Commission	MI04	Niles-Benton Harbor, MI
26025	Calhoun County	MI03	MI	03	Southcentral Michigan Planning Council	MI03	Battle Creek, MI
26027	Cass County	MI04	MI	04	Southwest Michigan Planning Commission	IN05	South Bend-Mishawaka, IN-MI
26037	Clinton County	MI06	MI	06	Tri-County Regional Planning Commission	MI06	Lansing-East Lansing, MI
26045	Eaton County	MI06	MI	06	Tri-County Regional Planning Commission	MI06	Lansing-East Lansing, MI
26049	Genesee County	MI99	MI	99	Genesee County Metropolitan Planning Commission	MI99	Flint, MI
26065	Ingham County	MI06	MI	06	Tri-County Regional Planning Commission	MI06	Lansing-East Lansing, MI
26075	Jackson County	MI02	MI	02	Region 2 Planning Commission	MI02	Jackson, MI
26077	Kalamazoo County	MI03	MI	03	Southcentral Michigan Planning Council	MI03	Kalamazoo-Portage, MI
