id	county	rgo_code	rgo_code_st	rgo_code_no	rgo_name	msa_code	msa_name
06103	Tehama County	CA99	CA	99	Unattached	0	#N/A
06105	Trinity County	CA18	CA	18	Superior California Economic Development	0	#N/A
06109	Tuolumne County	CA99	CA	99	Unattached	0	#N/A
08003	Alamosa County	CO05	CO	05	San Luis Valley Development Resources Group	0	#N/A
08007	Archuleta County	CO06	CO	06	Southwest Colarado Council of Governments	0	#N/A
08009	Baca County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08011	Bent County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08015	Chaffee County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08017	Cheyenne County	CO04	CO	04	East Central Council of Governments	0	#N/A
08021	Conejos County	CO05	CO	05	San Luis Valley Development Resources Group	0	#N/A
08023	Costilla County	CO05	CO	05	San Luis Valley Development Resources Group	0	#N/A
08025	Crowley County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08027	Custer County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08029	Delta County	CO07	CO	07	Region 10 League for Economic Assistance	0	#N/A
08033	Dolores County	CO06	CO	06	Southwest Colarado Council of Governments	0	#N/A
08037	Eagle County	CO09	CO	09	NW Colarado Council of Governments	0	#N/A
08043	Fremont County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08045	Garfield County	CO08	CO	08	Associated Governments of Northwest Colarado	0	#N/A
08049	Grand County	CO09	CO	09	NW Colarado Council of Governments	0	#N/A
08051	Gunnison County	CO07	CO	07	Region 10 League for Economic Assistance	0	#N/A
08053	Hinsdale County	CO07	CO	07	Region 10 League for Economic Assistance	0	#N/A
08055	Huerfano County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08057	Jackson County	CO09	CO	09	NW Colarado Council of Governments	0	#N/A
08061	Kiowa County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08063	Kit Carson County	CO04	CO	04	East Central Council of Governments	0	#N/A
08065	Lake County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08067	La Plata County	CO06	CO	06	Southwest Colarado Council of Governments	0	#N/A
08071	Las Animas County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08073	Lincoln County	CO04	CO	04	East Central Council of Governments	0	#N/A
08075	Logan County	CO03	CO	03	Northeast Colarado Association of Local Governments	0	#N/A
08079	Mineral County	CO05	CO	05	San Luis Valley Development Resources Group	0	#N/A
08081	Moffat County	CO08	CO	08	Associated Governments of Northwest Colarado	0	#N/A
08083	Montezuma County	CO06	CO	06	Southwest Colarado Council of Governments	0	#N/A
08085	Montrose County	CO07	CO	07	Region 10 League for Economic Assistance	0	#N/A
08087	Morgan County	CO03	CO	03	Northeast Colarado Association of Local Governments	0	#N/A
08089	Otero County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08091	Ouray County	CO07	CO	07	Region 10 League for Economic Assistance	0	#N/A
08095	Phillips County	CO03	CO	03	Northeast Colarado Association of Local Governments	0	#N/A
08097	Pitkin County	CO09	CO	09	NW Colarado Council of Governments	0	#N/A
08099	Prowers County	CO10	CO	10	Southern Colarado Economic Development District	0	#N/A
08103	Rio Blanco County	CO08	CO	08	Associated Governments of Northwest Colarado	0	#N/A
08105	Rio Grande County	CO05	CO	05	San Luis Valley Development Resources Group	0	#N/A
08107	Routt County	CO08	CO	08	Associated Governments of Northwest Colarado	0	#N/A
08109	Saguache County	CO05	CO	05	San Luis Valley Development Resources Group	0	#N/A
08111	San Juan County	CO06	CO	06	Southwest Colarado Council of Governments	0	#N/A
08113	San Miguel County	CO07	CO	07	Region 10 League for Economic Assistance	0	#N/A
08115	Sedgwick County	CO03	CO	03	Northeast Colarado Association of Local Governments	0	#N/A
08117	Summit County	CO09	CO	09	NW Colarado Council of Governments	0	#N/A
08121	Washington County	CO03	CO	03	Northeast Colarado Association of Local Governments	0	#N/A
08125	Yuma County	CO03	CO	03	Northeast Colarado Association of Local Governments	0	#N/A
12007	Bradford County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12013	Calhoun County	FL08	FL	08	Apalachee Regional Planning Council	0	#N/A
12023	Columbia County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12027	DeSoto County	FL10	FL	10	Central Florida Regional Planning Commission	0	#N/A
12029	Dixie County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12037	Franklin County	FL08	FL	08	Apalachee Regional Planning Council	0	#N/A
12043	Glades County	FL04	FL	04	South West Florida Regional Plannning Commission	0	#N/A
12047	Hamilton County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12049	Hardee County	FL10	FL	10	Central Florida Regional Planning Commission	0	#N/A
12051	Hendry County	FL04	FL	04	South West Florida Regional Plannning Commission	0	#N/A
12059	Holmes County	FL07	FL	07	West Florida Regional Planning Council	0	#N/A
12063	Jackson County	FL08	FL	08	Apalachee Regional Planning Council	0	#N/A
12067	Lafayette County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12075	Levy County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12077	Liberty County	FL08	FL	08	Apalachee Regional Planning Council	0	#N/A
12079	Madison County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12087	Monroe County	FL03	FL	03	South Florida Regional Council	0	#N/A
12093	Okeechobee County	FL10	FL	10	Central Florida Regional Planning Commission	0	#N/A
12107	Putnam County	FL02	FL	02	Northeast Florida Regional Council	0	#N/A
12121	Suwannee County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12123	Taylor County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12125	Union County	FL09	FL	09	North Central Florida Regional Planning Council	0	#N/A
12133	Washington County	FL07	FL	07	West Florida Regional Planning Council	0	#N/A
13001	Appling County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13003	Atkinson County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13005	Bacon County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13009	Baldwin County	GA07	GA	07	Middle Georgia Planning Commission	0	#N/A
13011	Banks County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13017	Ben Hill County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13019	Berrien County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13023	Bleckley County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13031	Bulloch County	GA12	GA	12	Coastal Regional Commission	0	#N/A
13037	Calhoun County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13039	Camden County	GA12	GA	12	Coastal Regional Commission	0	#N/A
13043	Candler County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13049	Charlton County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13055	Chattooga County	GA02	GA	02	Northwest Georgia Regional Planning Commission	0	#N/A
13061	Clay County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13065	Clinch County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13069	Coffee County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13071	Colquitt County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13075	Cook County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13081	Crisp County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13087	Decatur County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13091	Dodge County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13093	Dooly County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13099	Early County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13105	Elbert County	GA06	GA	06	Northeast Georgia Regional Commission	0	#N/A
13107	Emanuel County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13109	Evans County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13111	Fannin County	GA02	GA	02	Northwest Georgia Regional Planning Commission	0	#N/A
13119	Franklin County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13123	Gilmer County	GA02	GA	02	Northwest Georgia Regional Planning Commission	0	#N/A
13125	Glascock County	GA08	GA	08	Central Savannah River Area Regional Commission	0	#N/A
13129	Gordon County	GA02	GA	02	Northwest Georgia Regional Planning Commission	0	#N/A
13131	Grady County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13133	Greene County	GA06	GA	06	Northeast Georgia Regional Commission	0	#N/A
13137	Habersham County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13141	Hancock County	GA08	GA	08	Central Savannah River Area Regional Commission	0	#N/A
13147	Hart County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13155	Irwin County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13157	Jackson County	GA06	GA	06	Northeast Georgia Regional Commission	0	#N/A
13161	Jeff Davis County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13163	Jefferson County	GA08	GA	08	Central Savannah River Area Regional Commission	0	#N/A
13165	Jenkins County	GA08	GA	08	Central Savannah River Area Regional Commission	0	#N/A
13167	Johnson County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13175	Laurens County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13187	Lumpkin County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13193	Macon County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13201	Miller County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13205	Mitchell County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13209	Montgomery County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13229	Pierce County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13233	Polk County	GA02	GA	02	Northwest Georgia Regional Planning Commission	0	#N/A
13237	Putnam County	GA07	GA	07	Middle Georgia Planning Commission	0	#N/A
13239	Quitman County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13241	Rabun County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13243	Randolph County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13249	Schley County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13251	Screven County	GA12	GA	12	Coastal Regional Commission	0	#N/A
13253	Seminole County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13257	Stephens County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13259	Stewart County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13261	Sumter County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13263	Talbot County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13265	Taliaferro County	GA08	GA	08	Central Savannah River Area Regional Commission	0	#N/A
13267	Tattnall County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13269	Taylor County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13271	Telfair County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13275	Thomas County	GA04	GA	04	Southwest Georgia Regional Commission	0	#N/A
13277	Tift County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13279	Toombs County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13281	Towns County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13283	Treutlen County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13285	Troup County	GA05	GA	05	Three Rivers Regional Commission	0	#N/A
13287	Turner County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13291	Union County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13293	Upson County	GA05	GA	05	Three Rivers Regional Commission	0	#N/A
13299	Ware County	GA11	GA	11	Southern Georgia Regional Commission	0	#N/A
13301	Warren County	GA08	GA	08	Central Savannah River Area Regional Commission	0	#N/A
13303	Washington County	GA08	GA	08	Central Savannah River Area Regional Commission	0	#N/A
13305	Wayne County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13307	Webster County	GA09	GA	09	River Valley Regional Commission	0	#N/A
13309	Wheeler County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13311	White County	GA03	GA	03	Georgia Mountains Regional Commission	0	#N/A
13315	Wilcox County	GA10	GA	10	Heart of Georgia Altamaha Regional Commission	0	#N/A
13317	Wilkes County	GA08	GA	08	Central Savannah River Area Regional Commission	0	#N/A
13319	Wilkinson County	GA07	GA	07	Middle Georgia Planning Commission	0	#N/A
15001	Hawaii County	HI99	HI	99	Unattached	0	#N/A
15007	Kauai County	HI99	HI	99	Unattached	0	#N/A
16003	Adams County	ID99	ID	99	Unattached	0	#N/A
16007	Bear Lake County	ID02	ID	02	Southeast Idaho Council of Governments	0	#N/A
16009	Benewah County	ID04	ID	04	Panhandle Area Council	0	#N/A
16011	Bingham County	ID02	ID	02	Southeast Idaho Council of Governments	0	#N/A
16013	Blaine County	ID06	ID	06	Region IV Development Association	0	#N/A
16017	Bonner County	ID04	ID	04	Panhandle Area Council	0	#N/A
16021	Boundary County	ID04	ID	04	Panhandle Area Council	0	#N/A
16025	Camas County	ID06	ID	06	Region IV Development Association	0	#N/A
16029	Caribou County	ID02	ID	02	Southeast Idaho Council of Governments	0	#N/A
16031	Cassia County	ID06	ID	06	Region IV Development Association	0	#N/A
16033	Clark County	ID03	ID	03	East Central Planning and Development Association	0	#N/A
16035	Clearwater County	ID05	ID	05	Clearwater Economic Development Association	0	#N/A
16037	Custer County	ID03	ID	03	East Central Planning and Development Association	0	#N/A
16039	Elmore County	ID99	ID	99	Unattached	0	#N/A
16043	Fremont County	ID03	ID	03	East Central Planning and Development Association	0	#N/A
16047	Gooding County	ID06	ID	06	Region IV Development Association	0	#N/A
16049	Idaho County	ID05	ID	05	Clearwater Economic Development Association	0	#N/A
16053	Jerome County	ID06	ID	06	Region IV Development Association	0	#N/A
16057	Latah County	ID05	ID	05	Clearwater Economic Development Association	0	#N/A
16059	Lemhi County	ID03	ID	03	East Central Planning and Development Association	0	#N/A
16061	Lewis County	ID05	ID	05	Clearwater Economic Development Association	0	#N/A
16063	Lincoln County	ID06	ID	06	Region IV Development Association	0	#N/A
16065	Madison County	ID03	ID	03	East Central Planning and Development Association	0	#N/A
16067	Minidoka County	ID06	ID	06	Region IV Development Association	0	#N/A
16071	Oneida County	ID02	ID	02	Southeast Idaho Council of Governments	0	#N/A
16075	Payette County	ID99	ID	99	Unattached	0	#N/A
16077	Power County	ID02	ID	02	Southeast Idaho Council of Governments	0	#N/A
16079	Shoshone County	ID04	ID	04	Panhandle Area Council	0	#N/A
16081	Teton County	ID03	ID	03	East Central Planning and Development Association	0	#N/A
16083	Twin Falls County	ID06	ID	06	Region IV Development Association	0	#N/A
16085	Valley County	ID99	ID	99	Unattached	0	#N/A
16087	Washington County	ID99	ID	99	Unattached	0	#N/A
17001	Adams County	IL05	IL	05	Two Rivers Regional Council of Public Officials	0	#N/A
17009	Brown County	IL05	IL	05	Two Rivers Regional Council of Public Officials	0	#N/A
17011	Bureau County	IL03	IL	03	North Central Illinois Council of Governments	0	#N/A
17015	Carroll County	IL04	IL	04	Blackhawk Hills Regional Council	0	#N/A
17017	Cass County	IL99	IL	99	Unattached	0	#N/A
17021	Christian County	IL99	IL	99	Unattached	0	#N/A
17023	Clark County	IL99	IL	99	Unattached	0	#N/A
17025	Clay County	IL09	IL	09	South Central Illinois Regional Planning and Development Commission	0	#N/A
17029	Coles County	IL99	IL	99	Unattached	0	#N/A
17033	Crawford County	IL08	IL	08	Greater Wabash Regional Planning Commission	0	#N/A
17035	Cumberland County	IL99	IL	99	Unattached	0	#N/A
17041	Douglas County	IL10	IL	10	Champaign County Regional Planning Commission	0	#N/A
17045	Edgar County	IL99	IL	99	Unattached	0	#N/A
17047	Edwards County	IL08	IL	08	Greater Wabash Regional Planning Commission	0	#N/A
17049	Effingham County	IL09	IL	09	South Central Illinois Regional Planning and Development Commission	0	#N/A
17051	Fayette County	IL09	IL	09	South Central Illinois Regional Planning and Development Commission	0	#N/A
17055	Franklin County	IL14	IL	14	Greater Egypt Regional Planning and Development Commission	0	#N/A
17057	Fulton County	IL02	IL	02	Western Illinois Regional Council	0	#N/A
17059	Gallatin County	IL07	IL	07	Southeastern Illinois Regional Planning and Development Commission	0	#N/A
17061	Greene County	IL99	IL	99	Unattached	0	#N/A
17065	Hamilton County	IL07	IL	07	Southeastern Illinois Regional Planning and Development Commission	0	#N/A
17067	Hancock County	IL02	IL	02	Western Illinois Regional Council	0	#N/A
17069	Hardin County	IL07	IL	07	Southeastern Illinois Regional Planning and Development Commission	0	#N/A
17071	Henderson County	IL02	IL	02	Western Illinois Regional Council	0	#N/A
17075	Iroquois County	IL10	IL	10	Champaign County Regional Planning Commission	0	#N/A
17079	Jasper County	IL09	IL	09	South Central Illinois Regional Planning and Development Commission	0	#N/A
17081	Jefferson County	IL14	IL	14	Greater Egypt Regional Planning and Development Commission	0	#N/A
17085	Jo Daviess County	IL04	IL	04	Blackhawk Hills Regional Council	0	#N/A
17087	Johnson County	IL11	IL	11	Southern Five Regional Planning District and Development Commission	0	#N/A
17095	Knox County	IL02	IL	02	Western Illinois Regional Council	0	#N/A
17099	LaSalle County	IL03	IL	03	North Central Illinois Council of Governments	0	#N/A
17101	Lawrence County	IL08	IL	08	Greater Wabash Regional Planning Commission	0	#N/A
17103	Lee County	IL04	IL	04	Blackhawk Hills Regional Council	0	#N/A
17105	Livingston County	IL99	IL	99	Unattached	0	#N/A
17107	Logan County	IL99	IL	99	Unattached	0	#N/A
17109	McDonough County	IL02	IL	02	Western Illinois Regional Council	0	#N/A
17121	Marion County	IL09	IL	09	South Central Illinois Regional Planning and Development Commission	0	#N/A
17125	Mason County	IL99	IL	99	Unattached	0	#N/A
17127	Massac County	IL11	IL	11	Southern Five Regional Planning District and Development Commission	0	#N/A
17135	Montgomery County	IL99	IL	99	Unattached	0	#N/A
17137	Morgan County	IL99	IL	99	Unattached	0	#N/A
17139	Moultrie County	IL99	IL	99	Unattached	0	#N/A
17141	Ogle County	IL04	IL	04	Blackhawk Hills Regional Council	0	#N/A
17145	Perry County	IL14	IL	14	Greater Egypt Regional Planning and Development Commission	0	#N/A
17149	Pike County	IL05	IL	05	Two Rivers Regional Council of Public Officials	0	#N/A
17151	Pope County	IL07	IL	07	Southeastern Illinois Regional Planning and Development Commission	0	#N/A
17153	Pulaski County	IL11	IL	11	Southern Five Regional Planning District and Development Commission	0	#N/A
17155	Putnam County	IL03	IL	03	North Central Illinois Council of Governments	0	#N/A
17157	Randolph County	IL99	IL	99	Unattached	0	#N/A
17159	Richland County	IL08	IL	08	Greater Wabash Regional Planning Commission	0	#N/A
17165	Saline County	IL07	IL	07	Southeastern Illinois Regional Planning and Development Commission	0	#N/A
17169	Schuyler County	IL05	IL	05	Two Rivers Regional Council of Public Officials	0	#N/A
17171	Scott County	IL99	IL	99	Unattached	0	#N/A
17173	Shelby County	IL99	IL	99	Unattached	0	#N/A
17177	Stephenson County	IL04	IL	04	Blackhawk Hills Regional Council	0	#N/A
17181	Union County	IL11	IL	11	Southern Five Regional Planning District and Development Commission	0	#N/A
17185	Wabash County	IL08	IL	08	Greater Wabash Regional Planning Commission	0	#N/A
17187	Warren County	IL02	IL	02	Western Illinois Regional Council	0	#N/A
17189	Washington County	IL99	IL	99	Unattached	0	#N/A
17191	Wayne County	IL08	IL	08	Greater Wabash Regional Planning Commission	0	#N/A
17193	White County	IL08	IL	08	Greater Wabash Regional Planning Commission	0	#N/A
17195	Whiteside County	IL04	IL	04	Blackhawk Hills Regional Council	0	#N/A
18001	Adams County	IN06	IN	06	Northeastern Indiana Regional Coordinating Council	0	#N/A
18009	Blackford County	IN01	IN	01	East Central Indiana Regional Planning Commission	0	#N/A
18017	Cass County	IN12	IN	12	North Central Indiana Regional Planning Council	0	#N/A
18023	Clinton County	IN99	IN	99	Unattached	0	#N/A
18025	Crawford County	IN02	IN	02	Indiana 15 Regional Planning Commission	0	#N/A
18027	Daviess County	IN10	IN	10	Southern Indiana Economic Development Commission	0	#N/A
18031	Decatur County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	0	#N/A
18033	DeKalb County	IN06	IN	06	Northeastern Indiana Regional Coordinating Council	0	#N/A
18037	Dubois County	IN02	IN	02	Indiana 15 Regional Planning Commission	0	#N/A
18041	Fayette County	IN99	IN	99	Unattached	0	#N/A
18045	Fountain County	IN99	IN	99	Unattached	0	#N/A
18047	Franklin County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	0	#N/A
18049	Fulton County	IN12	IN	12	North Central Indiana Regional Planning Council	0	#N/A
18053	Grant County	IN01	IN	01	East Central Indiana Regional Planning Commission	0	#N/A
18055	Greene County	IN10	IN	10	Southern Indiana Economic Development Commission	0	#N/A
18065	Henry County	IN99	IN	99	Unattached	0	#N/A
18069	Huntington County	IN08	IN	08	Regiona III-A Economic Dev District and Regional Planning Commission	0	#N/A
18071	Jackson County	IN99	IN	99	Unattached	0	#N/A
18075	Jay County	IN01	IN	01	East Central Indiana Regional Planning Commission	0	#N/A
18077	Jefferson County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	0	#N/A
18079	Jennings County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	0	#N/A
18083	Knox County	IN10	IN	10	Southern Indiana Economic Development Commission	0	#N/A
18085	Kosciusko County	IN05	IN	05	Michiana Area Council of Governments	0	#N/A
18087	LaGrange County	IN08	IN	08	Regiona III-A Economic Dev District and Regional Planning Commission	0	#N/A
18093	Lawrence County	IN10	IN	10	Southern Indiana Economic Development Commission	0	#N/A
18099	Marshall County	IN05	IN	05	Michiana Area Council of Governments	0	#N/A
18101	Martin County	IN10	IN	10	Southern Indiana Economic Development Commission	0	#N/A
18103	Miami County	IN12	IN	12	North Central Indiana Regional Planning Council	0	#N/A
18107	Montgomery County	IN99	IN	99	Unattached	0	#N/A
18113	Noble County	IN08	IN	08	Regiona III-A Economic Dev District and Regional Planning Commission	0	#N/A
18117	Orange County	IN02	IN	02	Indiana 15 Regional Planning Commission	0	#N/A
18121	Parke County	IN11	IN	11	West Central Indiana Economic Development District	0	#N/A
18123	Perry County	IN02	IN	02	Indiana 15 Regional Planning Commission	0	#N/A
18125	Pike County	IN02	IN	02	Indiana 15 Regional Planning Commission	0	#N/A
18131	Pulaski County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	0	#N/A
18135	Randolph County	IN99	IN	99	Unattached	0	#N/A
18137	Ripley County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	0	#N/A
18139	Rush County	IN99	IN	99	Unattached	0	#N/A
18147	Spencer County	IN02	IN	02	Indiana 15 Regional Planning Commission	0	#N/A
18149	Starke County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	0	#N/A
18151	Steuben County	IN08	IN	08	Regiona III-A Economic Dev District and Regional Planning Commission	0	#N/A
18155	Switzerland County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	0	#N/A
18159	Tipton County	IN12	IN	12	North Central Indiana Regional Planning Council	0	#N/A
18169	Wabash County	IN08	IN	08	Regiona III-A Economic Dev District and Regional Planning Commission	0	#N/A
18171	Warren County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	0	#N/A
18177	Wayne County	IN99	IN	99	Unattached	0	#N/A
18181	White County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	0	#N/A
19001	Adair County	IA99	IA	99	Southwest Iowa Planning Council	0	#N/A
19003	Adams County	IA14	IA	14	Southern Iowa Council of Governments	0	#N/A
19005	Allamakee County	IA16	IA	16	Upper Explorerland Regional Planning Commission	0	#N/A
19007	Appanoose County	IA03	IA	03	Chariton Valley Planning & Development Council of Governments	0	#N/A
19009	Audubon County	IA11	IA	11	Region XII Council of Governments	0	#N/A
19015	Boone County	IA99	IA	99	none	0	#N/A
19019	Buchanan County	IA06	IA	06	Iowa Northland Regional Council of Governments	0	#N/A
19021	Buena Vista County	IA09	IA	09	Northwest Iowa Planning and Development Commission	0	#N/A
19023	Butler County	IA06	IA	06	Iowa Northland Regional Council of Governments	0	#N/A
19025	Calhoun County	IA07	IA	07	MIDAS Council of Governments	0	#N/A
19027	Carroll County	IA11	IA	11	Region XII Council of Governments	0	#N/A
19029	Cass County	IA15	IA	15	Southwest Iowa Planning Council	0	#N/A
19031	Cedar County	IA04	IA	04	East Central Intergovernmental Association	0	#N/A
19033	Cerro Gordo County	IA08	IA	08	North Iowa Area Council of Governments	0	#N/A
19035	Cherokee County	IA12	IA	12	Siouxland Interstate Metropolitan Planning Council	0	#N/A
19037	Chickasaw County	IA06	IA	06	Iowa Northland Regional Council of Governments	0	#N/A
19039	Clarke County	IA14	IA	14	Southern Iowa Council of Governments	0	#N/A
19041	Clay County	IA09	IA	09	Northwest Iowa Planning and Development Commission	0	#N/A
19043	Clayton County	IA16	IA	16	Upper Explorerland Regional Planning Commission	0	#N/A
19045	Clinton County	IA04	IA	04	East Central Intergovernmental Association	0	#N/A
19047	Crawford County	IA11	IA	11	Region XII Council of Governments	0	#N/A
19051	Davis County	IA01	IA	01	Area 15 Regional Planning Commission	0	#N/A
19053	Decatur County	IA14	IA	14	Southern Iowa Council of Governments	0	#N/A
19055	Delaware County	IA04	IA	04	East Central Intergovernmental Association	0	#N/A
19057	Des Moines County	IA13	IA	13	Southeast Iowa Regional Planning Commission	0	#N/A
19059	Dickinson County	IA09	IA	09	Northwest Iowa Planning and Development Commission	0	#N/A
19063	Emmet County	IA09	IA	09	Northwest Iowa Planning and Development Commission	0	#N/A
19065	Fayette County	IA16	IA	16	Upper Explorerland Regional Planning Commission	0	#N/A
19067	Floyd County	IA08	IA	08	North Iowa Area Council of Governments	0	#N/A
19069	Franklin County	IA08	IA	08	North Iowa Area Council of Governments	0	#N/A
19071	Fremont County	IA15	IA	15	Southwest Iowa Planning Council	0	#N/A
19073	Greene County	IA11	IA	11	Region XII Council of Governments	0	#N/A
19079	Hamilton County	IA07	IA	07	MIDAS Council of Governments	0	#N/A
19081	Hancock County	IA08	IA	08	North Iowa Area Council of Governments	0	#N/A
19083	Hardin County	IA10	IA	10	Region 6 Planning Commission	0	#N/A
19087	Henry County	IA13	IA	13	Southeast Iowa Regional Planning Commission	0	#N/A
19089	Howard County	IA16	IA	16	Upper Explorerland Regional Planning Commission	0	#N/A
19091	Humboldt County	IA07	IA	07	MIDAS Council of Governments	0	#N/A
19093	Ida County	IA12	IA	12	Siouxland Interstate Metropolitan Planning Council	0	#N/A
19095	Iowa County	IA05	IA	05	East Central Iowa Council of Governments	0	#N/A
19097	Jackson County	IA04	IA	04	East Central Intergovernmental Association	0	#N/A
19099	Jasper County	IA99	IA	99	none	0	#N/A
19101	Jefferson County	IA01	IA	01	Area 15 Regional Planning Commission	0	#N/A
19107	Keokuk County	IA01	IA	01	Area 15 Regional Planning Commission	0	#N/A
19109	Kossuth County	IA08	IA	08	North Iowa Area Council of Governments	0	#N/A
19111	Lee County	IA13	IA	13	Southeast Iowa Regional Planning Commission	0	#N/A
19115	Louisa County	IA13	IA	13	Southeast Iowa Regional Planning Commission	0	#N/A
19117	Lucas County	IA03	IA	03	Chariton Valley Planning & Development Council of Governments	0	#N/A
19119	Lyon County	IA09	IA	09	Northwest Iowa Planning and Development Commission	0	#N/A
19123	Mahaska County	IA01	IA	01	Area 15 Regional Planning Commission	0	#N/A
19125	Marion County	IA99	IA	99	none	0	#N/A
19127	Marshall County	IA10	IA	10	Region 6 Planning Commission	0	#N/A
19131	Mitchell County	IA08	IA	08	North Iowa Area Council of Governments	0	#N/A
19133	Monona County	IA12	IA	12	Siouxland Interstate Metropolitan Planning Council	0	#N/A
